SYMBOL,STOCK NAME,LISTING DATE
ONMOBILE.NS,ONMOBILE GLOBAL LIMITED,2008-02-19
ONWARDTEC.NS,ONWARD TECHNOLOGIES LIMITED,2001-03-07
OPTIEMUS.NS,OPTIEMUS INFRACOM LIMITED,2017-08-08
ORBTEXP.NS,ORBIT EXPORTS LIMITED,2013-11-05
ORCHASP.NS,ORCHASP LIMITED,2025-02-07
ORCHPHARMA.NS,ORCHID PHARMA LIMITED,2020-11-02
ORICONENT.NS,ORICON ENTERPRISES LIMITED,2015-07-24
ORIENTALTL.NS,ORIENTAL TRIMEX LIMITED,2007-03-07
ORIENTBELL.NS,ORIENT BELL LIMITED,2007-02-14
ORIENTCEM.NS,ORIENT CEMENT LIMITED,2013-07-12
ORIENTCER.NS,ORIENT CERATECH LIMITED,2005-12-15
ORIENTELEC.NS,ORIENT ELECTRIC LIMITED,2018-05-14
ORIENTHOT.NS,ORIENTAL HOTELS LIMITED,1998-08-27
ORIENTLTD.NS,ORIENT PRESS LIMITED,2010-03-03
ORIENTPPR.NS,ORIENT PAPER & INDUSTRIES LIMITED,1995-03-29
ORIENTTECH.NS,ORIENT TECHNOLOGIES LIMITED,2024-08-28
ORISSAMINE.NS,THE ORISSA MINERALS DEVELOPMENT COMPANY LIMITED,2010-09-29
ORKLAINDIA.NS,ORKLA INDIA LIMITED,2025-11-06
ORTEL.NS,ORTEL COMMUNICATIONS LIMITED,2015-03-19
ORTINGLOBE.NS,ORTIN GLOBAL LIMITED,2021-03-30
OSIAHYPER.NS,OSIA HYPER RETAIL LIMITED,2022-12-01
OSWALAGRO.NS,OSWAL AGRO MILLS LIMITED,1995-03-29
OSWALGREEN.NS,OSWAL GREENTECH LIMITED,1996-08-28
OSWALPUMPS.NS,OSWAL PUMPS LIMITED,2025-06-20
OSWALSEEDS.NS,SHREEOSWAL SEEDS AND CHEMICALS LIMITED,2023-02-28
PACEDIGITK.NS,PACE DIGITEK LIMITED,2025-10-06
PAGEIND.NS,PAGE INDUSTRIES LIMITED,2007-03-16
PAISALO.NS,PAISALO DIGITAL LIMITED,2011-10-17
PAKKA.NS,PAKKA LIMITED,2023-07-11
PALASHSECU.NS,PALASH SECURITIES LIMITED,2017-07-28
PALREDTEC.NS,PALRED TECHNOLOGIES LIMITED,2016-05-09
PANACEABIO.NS,PANACEA BIOTEC LIMITED,1996-04-17
PANACHE.NS,PANACHE DIGILIFE LIMITED,2020-01-06
PANAMAPET.NS,PANAMA PETROCHEM LIMITED,2011-09-30
PANSARI.NS,PANSARI DEVELOPERS LIMITED,2021-10-18
PAR.NS,PAR DRUGS AND CHEMICALS LIMITED,2021-09-16
PARACABLES.NS,PARAMOUNT COMMUNICATIONS LIMITED,2007-01-03
PARADEEP.NS,PARADEEP PHOSPHATES LIMITED,2022-05-27
PARAGMILK.NS,PARAG MILK FOODS LIMITED,2016-05-19
PARAS.NS,PARAS DEFENCE AND SPACE TECHNOLOGIES LIMITED,2021-10-01
PARASPETRO.NS,PARAS PETROFILS LIMITED,1996-02-14
PARKHOSPS.NS,PARK MEDI WORLD LIMITED,2025-12-17
PARKHOTELS.NS,APEEJAY SURRENDRA PARK HOTELS LIMITED,2024-02-12
PARSVNATH.NS,PARSVNATH DEVELOPERS LIMITED,2006-11-30
PASHUPATI.NS,PASHUPATI COTSPIN LIMITED,2025-07-17
PASUPTAC.NS,PASUPATI ACRYLON LIMITED,2021-10-12
PATANJALI.NS,PATANJALI FOODS LIMITED,2020-01-24
PATELENG.NS,PATEL ENGINEERING LIMITED,2005-02-24
PATELRMART.NS,PATEL RETAIL LIMITED,2025-08-26
PATINTLOG.NS,PATEL INTEGRATED LOGISTICS LIMITED,2008-01-11
PAUSHAKLTD.NS,PAUSHAK LIMITED,2025-12-01
PAVNAIND.NS,PAVNA INDUSTRIES LIMITED,2023-06-01
PAYTM.NS,ONE 97 COMMUNICATIONS LIMITED,2021-11-18
PCBL.NS,PCBL CHEMICAL LIMITED,1995-03-29
PCJEWELLER.NS,PC JEWELLER LIMITED,2012-12-27
PDMJEPAPER.NS,PUDUMJEE PAPER PRODUCTS LIMITED,2016-03-30
PDSL.NS,PDS LIMITED,2014-10-21
PEARLPOLY.NS,PEARL POLYMERS LIMITED,1995-10-11
PENIND.NS,PENNAR INDUSTRIES LIMITED,2010-11-25
PENINLAND.NS,PENINSULA LAND LIMITED,1995-02-08
PERSISTENT.NS,PERSISTENT SYSTEMS LIMITED,2010-04-06
PETRONET.NS,PETRONET LNG LIMITED,2004-03-26
PFC.NS,POWER FINANCE CORPORATION LIMITED,2007-02-23
PFIZER.NS,PFIZER LIMITED,1999-04-28
PFOCUS.NS,PRIME FOCUS LIMITED,2006-06-20
PFS.NS,PTC INDIA FINANCIAL SERVICES LIMITED,2011-03-30
PGEL.NS,PG ELECTROPLAST LIMITED,2011-09-26
PGHH.NS,PROCTER & GAMBLE HYGIENE AND HEALTH CARE LIMITED,2004-07-07
PGHL.NS,PROCTER & GAMBLE HEALTH LIMITED,1996-04-24
PGIL.NS,PEARL GLOBAL INDUSTRIES LIMITED,2007-02-15
PHOENIXLTD.NS,THE PHOENIX MILLS LIMITED,2007-04-23
PICCADIL.NS,PICCADILY AGRO INDUSTRIES LIMITED,2025-07-02
PIDILITIND.NS,PIDILITE INDUSTRIES LIMITED,1995-03-29
PIGL.NS,POWER & INSTRUMENTATION (GUJARAT) LIMITED,2023-05-17
PIIND.NS,PI INDUSTRIES LIMITED,2011-06-15
PILANIINVS.NS,PILANI INVESTMENT AND INDUSTRIES CORPORATION LIMITED,2015-12-08
PILITA.NS,PIL ITALICA LIFESTYLE LIMITED,2013-10-07
PINELABS.NS,PINE LABS LIMITED,2025-11-14
PIONEEREMB.NS,PIONEER EMBROIDERIES LIMITED,2006-05-16
PIONRINV.NS,PIONEER INVESTCORP LIMITED,2026-04-20
PIRAMALFIN.NS,PIRAMAL FINANCE LIMITED,2025-11-07
PITTIENG.NS,PITTI ENGINEERING LIMITED,2007-02-02
PIXTRANS.NS,PIX TRANSMISSIONS LIMITED,2022-04-28
PKTEA.NS,THE PERIA KARAMALAI TEA & PRODUCE COMPANY LIMITED,2015-08-19
PLASTIBLEN.NS,PLASTIBLENDS INDIA LIMITED,2006-12-28
PLATIND.NS,PLATINUM INDUSTRIES LIMITED,2024-03-05
PLAZACABLE.NS,PLAZA WIRES LIMITED,2023-10-12
PML.NS,PAUL MERCHANTS LIMITED,2026-04-20
PNB.NS,PUNJAB NATIONAL BANK,2002-04-24
PNBGILTS.NS,PNB GILTS LIMITED,2000-09-18
PNBHOUSING.NS,PNB HOUSING FINANCE LIMITED,2016-11-07
PNC.NS,PRITISH NANDY COMMUNICATIONS LIMITED,2000-12-11
PNCINFRA.NS,PNC INFRATECH LIMITED,2015-05-26
PNGJL.NS,P N GADGIL JEWELLERS LIMITED,2024-09-17
PNGSREVA.NS,PNGS REVA DIAMOND JEWELLERY LIMITED,2026-03-04
POCL.NS,PONDY OXIDES & CHEMICALS LIMITED,2023-03-06
PODDARMENT.NS,PODDAR PIGMENTS LIMITED,2016-11-22
POKARNA.NS,POKARNA LIMITED,2016-07-07
POLICYBZR.NS,PB FINTECH LIMITED,2021-11-15
POLYCAB.NS,POLYCAB INDIA LIMITED,2019-04-16
POLYMED.NS,POLY MEDICURE LIMITED,2011-12-07
POLYPLEX.NS,POLYPLEX CORPORATION LIMITED,2003-04-11
PONNIERODE.NS,PONNI SUGARS (ERODE) LIMITED,2002-04-16
POONAWALLA.NS,POONAWALLA FINCORP LIMITED,2004-04-27
POWERGRID.NS,POWER GRID CORPORATION OF INDIA LIMITED,2007-10-05
POWERICA.NS,POWERICA LIMITED,2026-04-02
POWERINDIA.NS,HITACHI ENERGY INDIA LIMITED,2020-03-30
POWERMECH.NS,POWER MECH PROJECTS LIMITED,2015-08-26
PPAP.NS,PPAP AUTOMOTIVE LIMITED,2008-01-11
PPL.NS,PRAKASH PIPES LIMITED,2019-06-14
PPLPHARMA.NS,PIRAMAL PHARMA LIMITED,2022-10-19
PRABHA.NS,PRABHA ENERGY LIMITED,2025-03-19
PRADPME.NS,PRADEEP METALS LIMITED,2026-04-20
PRAENG.NS,PRAJAY ENGINEERS SYNDICATE LIMITED,2007-01-02
PRAJIND.NS,PRAJ INDUSTRIES LIMITED,1995-10-11
PRAKASH.NS,PRAKASH INDUSTRIES LIMITED,1995-05-10
PRAKASHSTL.NS,PRAKASH STEELAGE LIMITED,2010-08-25
PRAVEG.NS,PRAVEG LIMITED,2026-04-20
PRAXIS.NS,PRAXIS HOME RETAIL LIMITED,2018-01-31
PRECAM.NS,PRECISION CAMSHAFTS LIMITED,2016-02-08
PRECOT.NS,PRECOT LIMITED,2005-08-19
PRECWIRE.NS,PRECISION WIRES INDIA LIMITED,1995-09-06
PREMCO.NS,PREMCO GLOBAL LIMITED,2026-04-20
PREMEXPLN.NS,PREMIER EXPLOSIVES LIMITED,2016-06-17
PREMIER.NS,PREMIER LIMITED,1996-04-03
PREMIERENE.NS,PREMIER ENERGIES LIMITED,2024-09-03
PREMIERPOL.NS,PREMIER POLYFILM LIMITED,1995-12-13
PRESTIGE.NS,PRESTIGE ESTATES PROJECTS LIMITED,2010-10-27
PRICOLLTD.NS,PRICOL LIMITED,2017-02-10
PRIMESECU.NS,PRIME SECURITIES LIMITED,2005-06-17
PRIMO.NS,PRIMO CHEMICALS LIMITED,2025-04-22
PRINCEPIPE.NS,PRINCE PIPES AND FITTINGS LIMITED,2019-12-30
PRITI.NS,PRITI INTERNATIONAL LIMITED,2022-03-02
PRITIKAUTO.NS,PRITIKA AUTO INDUSTRIES LIMITED,2021-08-10
PRIVISCL.NS,PRIVI SPECIALITY CHEMICALS LIMITED,2015-05-08
PROSTARM.NS,PROSTARM INFO SYSTEMS LIMITED,2025-06-03
PROTEAN.NS,PROTEAN EGOV TECHNOLOGIES LIMITED,2025-02-06
PROZONER.NS,PROZONE REALTY LIMITED,2012-09-12
PRSMJOHNSN.NS,PRISM JOHNSON LIMITED,2003-08-20
PRUDENT.NS,PRUDENT CORPORATE ADVISORY SERVICES LIMITED,2022-05-20
PRUDMOULI.NS,PRUDENTIAL SUGAR CORPORATION LIMITED,1995-05-10
PSB.NS,PUNJAB & SIND BANK,2010-12-30
PSPPROJECT.NS,PSP PROJECTS LIMITED,2017-05-29
PTC.NS,PTC INDIA LIMITED,2004-04-07
PTCIL.NS,PTC INDUSTRIES LIMITED,2023-06-09
PTL.NS,PTL ENTERPRISES LIMITED,2007-01-29
PUNJABCHEM.NS,PUNJAB CHEMICALS & CROP PROTECTION LIMITED,2007-03-08
PURVA.NS,PURAVANKARA LIMITED,2007-08-30
PVP.NS,PVP VENTURES LIMITED,1996-04-03
PVRINOX.NS,PVR INOX LIMITED,2006-01-04
PVSL.NS,POPULAR VEHICLES AND SERVICES LIMITED,2024-03-19
PWL.NS,PHYSICSWALLAH LIMITED,2025-11-18
PYRAMID.NS,PYRAMID TECHNOPLAST LIMITED,2023-08-29
QMSMEDI.NS,QMS MEDICAL ALLIED SERVICES LIMITED,2026-06-18
QPOWER.NS,QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,2025-02-24
QUADFUTURE.NS,QUADRANT FUTURE TEK LIMITED,2025-01-14
QUESS.NS,QUESS CORP LIMITED,2016-07-12
QUICKHEAL.NS,QUICK HEAL TECHNOLOGIES LIMITED,2016-02-18
QUINT.NS,QUINT DIGITAL LIMITED,2026-04-20
RACE.NS,RACE ECO CHAIN LIMITED,2023-05-09
RACLGEAR.NS,RACL GEARTECH LIMITED,2024-11-27
RADAAN.NS,RADAAN MEDIAWORKS INDIA LIMITED,2003-02-27
RADHIKAJWE.NS,RADHIKA JEWELTECH LIMITED,2022-07-18
RADIANTCMS.NS,RADIANT CASH MANAGEMENT SERVICES LIMITED,2023-01-04
RADICO.NS,RADICO KHAITAN LIMITED,2003-06-18
RADIOCITY.NS,MUSIC BROADCAST LIMITED,2017-03-17
RAILTEL.NS,RAILTEL CORPORATION OF INDIA LIMITED,2021-02-26
RAIN.NS,RAIN INDUSTRIES LIMITED,2008-03-03
RAINBOW.NS,RAINBOW CHILDRENS MEDICARE LIMITED,2022-05-10
RAJESHEXPO.NS,RAJESH EXPORTS LIMITED,2000-02-09
RAJMET.NS,RAJNANDINI METAL LIMITED,2021-02-16
RAJOOENG.NS,RAJOO ENGINEERS LIMITED,2025-05-29
RAJPALAYAM.NS,RAJAPALAYAM MILLS LIMITED,2026-04-20
RAJRATAN.NS,RAJRATAN GLOBAL WIRE LIMITED,2020-05-22
RAJRILTD.NS,RAJ RAYON INDUSTRIES LIMITED,2022-03-16
RAJSREESUG.NS,RAJSHREE SUGARS & CHEMICALS LIMITED,1995-03-29
RAJTV.NS,RAJ TELEVISION NETWORK LIMITED,2007-03-16
RALLIS.NS,RALLIS INDIA LIMITED,1999-04-01
RAMANEWS.NS,SHREE RAMA NEWSPRINT LIMITED,2006-09-20
RAMAPHO.NS,RAMA PHOSPHATES LIMITED,2022-08-05
RAMASTEEL.NS,RAMA STEEL TUBES LIMITED,2015-08-19
RAMCOCEM.NS,THE RAMCO CEMENTS LIMITED,1997-04-09
RAMCOIND.NS,RAMCO INDUSTRIES LIMITED,1996-11-06
RAMCOSYS.NS,RAMCO SYSTEMS LIMITED,2000-04-12
RAMKY.NS,RAMKY INFRASTRUCTURE LIMITED,2010-10-08
RAMRAT.NS,RAM RATNA WIRES LIMITED,2022-07-29
RANASUG.NS,RANA SUGARS LIMITED,2005-02-24
RANEHOLDIN.NS,RANE HOLDINGS LIMITED,1997-09-24
RATEGAIN.NS,RATEGAIN TRAVEL TECHNOLOGIES LIMITED,2021-12-17
RATNAMANI.NS,RATNAMANI METALS & TUBES LIMITED,2006-05-09
RATNAVEER.NS,RATNAVEER PRECISION ENGINEERING LIMITED,2023-09-11
RAYMOND.NS,RAYMOND LIMITED,1995-10-18
RAYMONDLSL.NS,RAYMOND LIFESTYLE LIMITED,2024-09-05
RAYMONDREL.NS,RAYMOND REALTY LIMITED,2025-07-01
RBA.NS,RESTAURANT BRANDS ASIA LIMITED,2020-12-14
RBLBANK.NS,RBL BANK LIMITED,2016-08-31
RBZJEWEL.NS,RBZ JEWELLERS LIMITED,2023-12-27
RCF.NS,RASHTRIYA CHEMICALS AND FERTILIZERS LIMITED,1998-01-07
RCOM.NS,RELIANCE COMMUNICATIONS LIMITED,2006-03-06
RECLTD.NS,REC LIMITED,2008-03-12
REDINGTON.NS,REDINGTON LIMITED,2007-02-15
REDTAPE.NS,REDTAPE LIMITED,2023-08-11
REFEX.NS,REFEX INDUSTRIES LIMITED,2009-12-03
REGAAL.NS,REGAAL RESOURCES LIMITED,2025-08-20
REGENCERAM.NS,REGENCY CERAMICS LIMITED,1996-06-05
RELAXO.NS,RELAXO FOOTWEARS LIMITED,2011-06-17
RELCHEMQ.NS,RELIANCE CHEMOTEX INDUSTRIES LIMITED,2022-05-25
RELIABLE.NS,RELIABLE DATA SERVICES LIMITED,2024-07-10
RELIANCE.NS,RELIANCE INDUSTRIES LIMITED,1995-11-29
RELIGARE.NS,RELIGARE ENTERPRISES LIMITED,2007-11-21
RELTD.NS,RAVINDRA ENERGY LIMITED,2024-07-30
REMSONSIND.NS,REMSONS INDUSTRIES LIMITED,1996-01-31
RENUKA.NS,SHREE RENUKA SUGARS LIMITED,2005-10-31
REPCOHOME.NS,REPCO HOME FINANCE LIMITED,2013-04-01
REPL.NS,RUDRABHISHEK ENTERPRISES LIMITED,2020-12-14
REPRO.NS,REPRO INDIA LIMITED,2005-12-22
RESPONIND.NS,RESPONSIVE INDUSTRIES LIMITED,2010-10-29
RETAIL.NS,JHS SVENDGAARD RETAIL VENTURES LIMITED,2024-06-26
RGL.NS,RENAISSANCE GLOBAL LIMITED,2007-12-12
RHETAN.NS,RHETAN TMT LIMITED,2025-09-26
RHFL.NS,RELIANCE HOME FINANCE LIMITED,2017-09-22
RHIM.NS,RHI MAGNESITA INDIA LIMITED,2012-03-12
RHL.NS,ROBUST HOTELS LIMITED,2023-04-25
RICOAUTO.NS,RICO AUTO INDUSTRIES LIMITED,2003-05-12
RIIL.NS,RELIANCE INDUSTRIAL INFRASTRUCTURE LIMITED,1995-11-29
RISHABH.NS,RISHABH INSTRUMENTS LIMITED,2023-09-11
RITCO.NS,RITCO LOGISTICS LIMITED,2022-04-12
RITES.NS,RITES LIMITED,2018-07-02
RKDL.NS,RAVI KUMAR DISTILLERIES LIMITED,2010-12-27
RKEC.NS,RKEC PROJECTS LIMITED,2020-12-18
RKFORGE.NS,RAMKRISHNA FORGINGS LIMITED,2004-05-05
RKSWAMY.NS,R K SWAMY LIMITED,2024-03-12
RMC.NS,RMC SWITCHGEARS LIMITED,2026-04-01
RMDRIP.NS,R M DRIP AND SPRINKLERS SYSTEMS LIMITED,2025-07-30
RML.NS,RANE (MADRAS) LIMITED,2005-08-30
RNBDENIMS.NS,R&B DENIMS LIMITED,2025-09-04
ROHLTD.NS,ROYAL ORCHID HOTELS LIMITED,2006-02-06
ROLEXRINGS.NS,ROLEX RINGS LIMITED,2021-08-09
ROLLT.NS,ROLLATAINERS LIMITED,2016-11-22
ROML.NS,RAJ OIL MILLS LIMITED,2020-10-06
ROSSARI.NS,ROSSARI BIOTECH LIMITED,2020-07-23
ROSSELLIND.NS,ROSSELL INDIA LIMITED,2012-09-25
ROSSTECH.NS,ROSSELL TECHSYS LIMITED,2024-12-09
ROTO.NS,ROTO PUMPS LIMITED,2022-04-21
ROUTE.NS,ROUTE MOBILE LIMITED,2020-09-21
RPEL.NS,RAGHAV PRODUCTIVITY ENHANCERS LIMITED,2024-08-08
RPGLIFE.NS,RPG LIFE SCIENCES LIMITED,2008-06-10
RPOWER.NS,RELIANCE POWER LIMITED,2008-02-11
RPPINFRA.NS,R.P.P. INFRA PROJECTS LIMITED,2010-12-06
RPPL.NS,RAJSHREE POLYPACK LIMITED,2021-11-26
RPSGVENT.NS,RPSG VENTURES LIMITED,2019-01-25
RPTECH.NS,RASHI PERIPHERALS LIMITED,2024-02-14
RRIL.NS,RRIL LIMITED,2026-04-20
RRKABEL.NS,R R KABEL LIMITED,2023-09-20
RSDFIN.NS,RSD FINANCE LIMITED,2026-04-20
RSL.NS,RAJPUTANA STAINLESS LIMITED,2026-03-19
RSSOFTWARE.NS,R. S. SOFTWARE (INDIA) LIMITED,1999-05-19
RSWM.NS,RSWM LIMITED,1995-02-15
RSYSTEMS.NS,R SYSTEMS INTERNATIONAL LIMITED,2006-04-26
RTNINDIA.NS,RATTANINDIA ENTERPRISES LIMITED,2012-07-30
RTNPOWER.NS,RATTANINDIA POWER LIMITED,2009-10-30
RUBFILA.NS,RUBFILA INTERNATIONAL LIMITED,2024-08-08
RUBICON.NS,RUBICON RESEARCH LIMITED,2025-10-16
RUBYMILLS.NS,THE RUBY MILLS LIMITED,1995-03-29
RUCHINFRA.NS,RUCHI INFRASTRUCTURE LIMITED,1996-10-16
RUCHIRA.NS,RUCHIRA PAPERS LIMITED,2006-12-20
RUDRA.NS,RUDRA GLOBAL INFRA PRODUCTS LIMITED,2025-12-19
RUPA.NS,RUPA & COMPANY LIMITED,2011-12-07
RUSHIL.NS,RUSHIL DECOR LIMITED,2011-07-07
RUSTOMJEE.NS,KEYSTONE REALTORS LIMITED,2022-11-24
RVHL.NS,RAVINDER HEIGHTS LIMITED,2020-12-18
RVNL.NS,RAIL VIKAS NIGAM LIMITED,2019-04-11
RVTH.NS,REVATHI EQUIPMENT INDIA LIMITED,2024-09-11
S&SPOWER.NS,S&S POWER SWITCHGEARS LIMITED,1995-09-27
SAATVIKGL.NS,SAATVIK GREEN ENERGY LIMITED,2025-09-26
SABEVENTS.NS,SAB EVENTS & GOVERNANCE NOW MEDIA LIMITED,2016-09-15
SADBHAV.NS,SADBHAV ENGINEERING LIMITED,2006-03-01
SADBHIN.NS,SADBHAV INFRASTRUCTURE PROJECT LIMITED,2015-09-16
SADHNANIQ.NS,SADHANA NITROCHEM LIMITED,2023-05-05
SAFARI.NS,SAFARI INDUSTRIES (INDIA) LIMITED,2019-09-12
SAGARDEEP.NS,SAGARDEEP ALLOYS LIMITED,2019-01-25
SAGCEM.NS,SAGAR CEMENTS LIMITED,2007-01-29
SAGILITY.NS,SAGILITY LIMITED,2024-11-12
SAHLIBHFI.NS,SHALIBHADRA FINANCE LIMITED,2026-04-10
SAHYADRI.NS,SAHYADRI INDUSTRIES LIMITED,2023-04-06
SAIL.NS,STEEL AUTHORITY OF INDIA LIMITED,1995-07-06
SAILIFE.NS,SAI LIFE SCIENCES LIMITED,2024-12-18
SAIPARENT.NS,SAI PARENTERALS LIMITED,2026-04-02
SAKAR.NS,SAKAR HEALTHCARE LIMITED,2019-04-11
SAKHTISUG.NS,SAKTHI SUGARS LIMITED,1995-09-06
SAKSOFT.NS,SAKSOFT LIMITED,2005-05-09
SAKUMA.NS,SAKUMA EXPORTS LIMITED,2006-03-08
SALASAR.NS,SALASAR TECHNO ENGINEERING LIMITED,2017-07-25
SALONA.NS,SALONA COTSPIN LIMITED,2016-06-16
SALSTEEL.NS,S.A.L. STEEL LIMITED,2004-11-24
SALZERELEC.NS,SALZER ELECTRONICS LIMITED,2015-12-02
SAMBHAAV.NS,SAMBHAAV MEDIA LIMITED,1996-06-05
SAMBHV.NS,SAMBHV STEEL TUBES LIMITED,2025-07-02
SAMHI.NS,SAMHI HOTELS LIMITED,2023-09-22
SAMMAANCAP.NS,SAMMAAN CAPITAL LIMITED,2013-07-23
SAMPANN.NS,SAMPANN UTPADAN INDIA LIMITED,2012-07-27
SANATHAN.NS,SANATHAN TEXTILES LIMITED,2024-12-27
SANDESH.NS,THE SANDESH LIMITED,2002-11-26
SANDHAR.NS,SANDHAR TECHNOLOGIES LIMITED,2018-04-02
SANDUMA.NS,SANDUR MANGANESE & IRON ORES LIMITED,2023-09-07
SANGAMIND.NS,SANGAM (INDIA) LIMITED,1996-07-17
SANGHVIMOV.NS,SANGHVI MOVERS LIMITED,2007-01-24
SANGINITA.NS,SANGINITA CHEMICALS LIMITED,2019-07-15
SANOFI.NS,SANOFI INDIA LIMITED,2003-05-19
SANOFICONR.NS,SANOFI CONSUMER HEALTHCARE INDIA LIMITED,2024-09-13
SANSERA.NS,SANSERA ENGINEERING LIMITED,2021-09-24
SANSTAR.NS,SANSTAR LIMITED,2024-07-26
SANWARIA.NS,SANWARIA CONSUMER LIMITED,2006-03-27
SAPPHIRE.NS,SAPPHIRE FOODS INDIA LIMITED,2021-11-18
SAPPL.NS,SHREE AJIT PULP & PAPER LIMITED,2026-04-20
SARDAEN.NS,SARDA ENERGY & MINERALS LIMITED,2009-12-03
SAREGAMA.NS,SAREGAMA INDIA LIMITED,1997-07-30
SARLAPOLY.NS,SARLA PERFORMANCE FIBERS LIMITED,2007-01-19
SARVESHWAR.NS,SARVESHWAR FOODS LIMITED,2022-12-08
SASKEN.NS,SASKEN TECHNOLOGIES LIMITED,2005-09-09
SATIA.NS,SATIA INDUSTRIES LIMITED,2019-07-17
SATIN.NS,SATIN CREDITCARE NETWORK LIMITED,2015-08-26
SAURASHCEM.NS,SAURASHTRA CEMENT LIMITED,2024-02-27
SAYAJIHOTL.NS,SAYAJI HOTELS LIMITED,2026-04-20
SBC.NS,SBC EXPORTS LIMITED,2021-11-23
SBCL.NS,SHIVALIK BIMETAL CONTROLS LIMITED,2021-06-24
SBFC.NS,SBFC FINANCE LIMITED,2023-08-16
SBGLP.NS,SURATWWALA BUSINESS GROUP LIMITED,2023-02-10
SBICARD.NS,SBI CARDS AND PAYMENT SERVICES LIMITED,2020-03-16
SBILIFE.NS,SBI LIFE INSURANCE COMPANY LIMITED,2017-10-03
SBIN.NS,STATE BANK OF INDIA,1995-03-01
SCANSTL.NS,SCAN STEELS LIMITED,2026-04-20
SCHAEFFLER.NS,SCHAEFFLER INDIA LIMITED,2000-11-29
SCHAND.NS,S CHAND AND COMPANY LIMITED,2017-05-09
SCHNEIDER.NS,SCHNEIDER ELECTRIC INFRASTRUCTURE LIMITED,2012-03-20
SCI.NS,SHIPPING CORPORATION OF INDIA LIMITED,1997-08-13
SCILAL.NS,SHIPPING CORPORATION OF INDIA LAND AND ASSETS LIMITED,2024-03-19
SCODATUBES.NS,SCODA TUBES LIMITED,2025-06-04
SCPL.NS,SHEETAL COOL PRODUCTS LIMITED,2022-11-22
SDBL.NS,SOM DISTILLERIES & BREWERIES LIMITED,2014-03-18
SEAMECLTD.NS,SEAMEC LIMITED,1995-06-28
SECMARK.NS,SECMARK CONSULTANCY LIMITED,2023-10-16
SECURKLOUD.NS,SECUREKLOUD TECHNOLOGIES LIMITED,2014-01-29
SEDEMAC.NS,SEDEMAC MECHATRONICS LIMITED,2026-03-11
SEIL.NS,SHANTI EDUCATIONAL INITIATIVES LIMITED,2026-04-20
SEJALLTD.NS,SEJAL GLASS LIMITED,2021-12-13
SELMC.NS,SEL MANUFACTURING COMPANY LIMITED,2021-10-26
SEMAC.NS,SEMAC CONSTRUCTION LIMITED,2005-08-11
SENCO.NS,SENCO GOLD LIMITED,2023-07-14
SENORES.NS,SENORES PHARMACEUTICALS LIMITED,2024-12-30
SEPC.NS,SEPC LIMITED,2008-02-20
SERVOTECH.NS,SERVOTECH RENEWABLE POWER SYSTEM LIMITED,2021-09-02
SESHAPAPER.NS,SESHASAYEE PAPER AND BOARDS LIMITED,1995-03-29
SETCO.NS,SETCO AUTOMOTIVE LIMITED,2016-07-01
SETL.NS,STANDARD ENGINEERING TECHNOLOGY LIMITED,2025-01-13
SETUINFRA.NS,SETUBANDHAN INFRASTRUCTURE LIMITED,2011-10-04
SEYAIND.NS,SEYA INDUSTRIES LIMITED,2019-07-11
SFL.NS,SHEELA FOAM LIMITED,2016-12-09
SGFIN.NS,SG FINSERVE LIMITED,2025-08-05
SGIL.NS,SYNERGY GREEN INDUSTRIES LIMITED,2021-07-28
SGL.NS,STL GLOBAL LIMITED,2006-04-10
SGMART.NS,SG MART LIMITED,2025-09-12
SHADOWFAX.NS,SHADOWFAX TECHNOLOGIES LIMITED,2026-01-28
SHAH.NS,SHAH METACORP LIMITED,2010-10-27
SHAHALLOYS.NS,SHAH ALLOYS LIMITED,2005-06-16
SHAILY.NS,SHAILY ENGINEERING PLASTICS LIMITED,2022-04-04
SHAKTIPUMP.NS,SHAKTI PUMPS (INDIA) LIMITED,2015-01-29
SHALBY.NS,SHALBY LIMITED,2017-12-15
SHALPAINTS.NS,SHALIMAR PAINTS LIMITED,2008-03-03
SHANKARA.NS,SHANKARA BUILDING PRODUCTS LIMITED,2017-04-05
SHANTI.NS,SHANTI OVERSEAS (INDIA) LIMITED,2021-09-16
SHANTIGEAR.NS,SHANTHI GEARS LIMITED,1996-01-17
SHANTIGOLD.NS,SHANTI GOLD INTERNATIONAL LIMITED,2025-08-01
SHARDACROP.NS,SHARDA CROPCHEM LIMITED,2014-09-23
SHARDAMOTR.NS,SHARDA MOTOR INDUSTRIES LIMITED,2015-09-03
SHARDUL.NS,SHARDUL SECURITIES LIMITED,2026-04-20
SHAREINDIA.NS,SHARE INDIA SECURITIES LIMITED,2020-09-21
SHBAJRG.NS,SHRI BAJRANG ALLIANCE LIMITED,2026-04-20
SHEKHAWATI.NS,SHEKHAWATI INDUSTRIES LIMITED,2011-01-12
SHEMAROO.NS,SHEMAROO ENTERTAINMENT LIMITED,2014-10-01
SHILCTECH.NS,SHILCHAR TECHNOLOGIES LIMITED,2025-11-24
SHILPAMED.NS,SHILPA MEDICARE LIMITED,2009-12-03
SHINDL.NS,SHARAT INDUSTRIES LIMITED,2026-04-20
SHIVALIK.NS,SHIVALIK RASAYAN LIMITED,2021-12-09
SHIVAMAUTO.NS,SHIVAM AUTOTECH LIMITED,2006-11-21
